CustomerID,TotalSpent,TotalTransactions,LastTransactionDate
C1155,1049.83,2,2024-11-07T05:38:43.000Z
C1904,265.69,2,2024-11-23T01:06:09.000Z
C3059,3830.12,5,2024-11-24T10:33:28.000Z
C2569,1038.54,2,2024-08-11T14:03:44.000Z
C1319,2550.62,4,2024-08-29T16:53:34.000Z
C4912,1213.63,2,2024-08-24T08:56:12.000Z
C2136,978.3299999999999,3,2024-10-08T05:46:16.000Z
C4565,745.33,3,2024-10-20T10:44:03.000Z
C1510,3788.66,3,2024-11-09T01:39:02.000Z
C3254,1142.4299999999998,2,2024-08-17T16:59:56.000Z
C0678,612.46,1,2024-10-04T23:54:43.000Z
C4135,518.36,2,2024-09-12T05:32:40.000Z
C0770,6471.889999999999,6,2024-08-16T04:30:24.000Z
C2605,2436.88,2,2024-05-21T01:10:21.000Z
C1054,2083.0699999999997,2,2024-03-08T13:15:52.000Z
C2250,2829.33,5,2024-12-13T19:59:08.000Z
C2697,215.39,2,2024-02-05T09:12:21.000Z
C2621,1225.95,3,2024-06-16T21:29:45.000Z
C2934,3090.9800000000005,2,2024-06-20T20:36:29.000Z
C0027,976.6999999999999,3,2024-12-04T05:01:27.000Z
C2896,271.6,1,2024-10-25T22:21:28.000Z
C0157,424.26,1,2024-09-22T04:53:52.000Z
C0203,2050.7999999999997,4,2024-07-05T10:34:29.000Z
C4417,1505.41,3,2024-07-16T17:07:32.000Z
C3191,3648.93,5,2024-09-18T01:10:50.000Z
C0069,1231.0499999999997,3,2024-08-07T17:46:48.000Z
C4219,2020.85,3,2024-03-04T19:06:01.000Z
C0587,8135.860000000001,6,2024-12-08T15:35:17.000Z
C3298,2211.68,2,2024-10-10T07:12:55.000Z
C3232,2079.93,3,2024-12-19T02:00:57.000Z
C2552,1791.73,4,2024-11-14T12:46:29.000Z
C0502,3381.37,2,2024-11-21T18:15:50.000Z
C4799,1212.89,3,2024-05-19T12:39:03.000Z
C4579,9139.470000000001,7,2024-10-06T17:15:29.000Z
C0019,1358.75,2,2024-07-30T10:24:56.000Z
C4886,2099.56,2,2024-08-18T20:12:16.000Z
C0875,1181.3,2,2024-09-20T08:45:29.000Z
C1338,961.86,1,2024-05-22T14:41:28.000Z
C3237,313.67,1,2024-02-13T19:49:10.000Z
C4181,461.26,1,2024-08-03T13:47:57.000Z
C0001,525.1800000000001,1,2024-06-03T13:44:35.000Z
C0175,1513.0,1,2024-03-08T07:06:35.000Z
C0111,692.22,1,2024-05-28T11:11:21.000Z
C1800,360.5,1,2024-09-04T14:43:28.000Z
C3770,1494.3200000000002,2,2024-09-03T18:07:00.000Z
C2841,675.6,2,2024-10-19T09:32:57.000Z
C4255,4345.4,3,2024-10-29T15:16:03.000Z
C3517,663.35,2,2024-10-28T13:27:50.000Z
C1883,2312.11,3,2024-12-08T00:38:51.000Z
C3498,494.3,2,2024-05-12T05:34:09.000Z
C1374,2754.82,4,2024-12-21T08:48:58.000Z
C1487,1312.1200000000001,4,2024-12-14T05:58:13.000Z
C4556,806.46,1,2024-02-14T07:16:49.000Z
C3395,1254.1599999999999,2,2024-05-28T01:47:22.000Z
C1607,1347.77,3,2024-08-06T20:23:11.000Z
C3461,3277.37,5,2024-11-19T21:12:42.000Z
C4172,1380.1799999999998,3,2024-12-17T04:51:56.000Z
C3706,1631.6699999999998,3,2024-12-18T02:10:58.000Z
C0604,2950.75,3,2024-07-30T05:12:38.000Z
C2429,783.6,2,2024-11-10T09:38:32.000Z
C1650,16.84,1,2024-11-21T21:23:41.000Z
C1178,1690.15,2,2024-12-16T07:17:33.000Z
C4157,1994.52,2,2024-10-10T15:23:54.000Z
C0199,469.9,1,2024-04-21T09:04:22.000Z
C3516,120.51,1,2024-01-24T05:31:24.000Z
C4307,49.75,1,2024-11-16T00:06:50.000Z
C0313,747.9599999999999,2,2024-09-24T08:48:43.000Z
C0259,2927.9399999999996,3,2024-12-10T12:46:05.000Z
C4410,751.72,1,2024-06-08T06:00:43.000Z
C0594,1804.1,1,2024-12-09T09:10:22.000Z
C1027,823.5,2,2024-11-13T04:41:56.000Z
C2029,774.84,1,2024-02-02T20:38:12.000Z
C1241,1442.15,2,2024-10-16T01:29:31.000Z
C0625,706.86,1,2024-07-30T21:25:50.000Z
C2345,2359.25,1,2024-05-21T23:55:21.000Z
C4079,127.2,1,2024-02-17T13:19:14.000Z
C0613,2497.42,3,2024-10-14T08:26:49.000Z
C4926,1523.1,2,2024-09-12T20:04:55.000Z
C0973,2854.3999999999996,4,2024-11-25T00:35:13.000Z
C4692,1981.1,3,2024-12-01T07:59:50.000Z
C3271,3598.7599999999998,3,2024-11-24T03:32:37.000Z
C3629,402.45000000000005,2,2024-06-15T07:06:21.000Z
C2520,2091.31,2,2024-09-14T23:01:20.000Z
C1799,4071.52,3,2024-08-18T15:46:57.000Z
C4683,230.98,1,2024-07-18T07:58:21.000Z
C3802,370.68,1,2024-01-21T01:33:37.000Z
C4184,1672.1999999999998,2,2024-10-25T01:43:40.000Z
C2844,1572.47,4,2024-11-30T10:15:53.000Z
C1366,2392.4,2,2024-06-15T19:51:15.000Z
C0849,1299.8400000000001,4,2024-08-03T20:15:25.000Z
C2918,3035.26,3,2024-09-02T07:33:28.000Z
C4477,945.3,3,2024-07-24T15:32:17.000Z
C0592,2004.8,1,2024-03-13T10:50:33.000Z
C2835,349.95000000000005,1,2024-09-16T23:50:05.000Z
C3366,835.74,2,2024-09-02T18:10:07.000Z
C2035,1126.65,1,2024-10-14T01:12:10.000Z
C1229,2173.5,3,2024-10-11T12:49:04.000Z
C0833,1629.1999999999998,2,2024-04-26T03:58:58.000Z
C4850,1672.25,5,2024-08-09T16:13:46.000Z
C1610,3211.73,2,2024-08-04T11:08:34.000Z
C4736,912.31,2,2024-03-10T18:48:39.000Z
C3681,1090.76,3,2024-10-29T03:06:28.000Z
C3991,2344.46,3,2024-07-02T09:59:28.000Z
C4809,2441.1000000000004,1,2024-03-15T05:10:52.000Z
C3571,2638.5,3,2024-12-06T05:59:36.000Z
C1236,703.64,2,2024-07-15T02:57:33.000Z
C2815,546.7,2,2024-08-26T09:32:03.000Z
C3293,844.6299999999999,2,2024-10-21T05:36:58.000Z
C3473,918.48,1,2024-02-11T20:35:31.000Z
C1402,2427.85,2,2024-06-09T10:29:21.000Z
C1247,3894.75,3,2024-10-26T13:15:03.000Z
C1277,1592.7,1,2024-10-21T14:26:34.000Z
C3589,726.3,1,2024-05-07T17:02:51.000Z
C4057,630.68,1,2024-04-11T11:58:36.000Z
C1339,446.12,1,2024-08-23T22:12:48.000Z
C3592,820.68,1,2024-01-01T14:50:28.000Z
C1039,3985.42,3,2024-11-12T12:04:54.000Z
C4585,1632.18,2,2024-09-07T16:48:01.000Z
C1673,862.96,1,2024-02-22T15:32:56.000Z
C0023,1360.8899999999999,2,2024-06-10T23:44:45.000Z
C3296,2016.54,3,2024-08-31T17:02:58.000Z
C3108,1028.4099999999999,3,2024-02-16T21:38:02.000Z
C2373,3534.1,6,2024-09-16T05:47:11.000Z
C0286,2507.7,3,2024-08-19T07:06:18.000Z
C4538,614.3199999999999,3,2024-11-27T08:28:15.000Z
C2312,153.87,1,2024-09-30T09:03:54.000Z
C4826,798.68,2,2024-09-22T08:15:20.000Z
C4867,1204.9099999999999,3,2024-09-20T01:54:48.000Z
C3145,1232.96,1,2024-07-16T07:54:27.000Z
C4339,311.34,1,2024-11-04T05:50:04.000Z
C2115,2460.94,3,2024-10-27T02:29:40.000Z
C4051,14.09,1,2024-10-15T15:36:35.000Z
C1968,3103.77,4,2024-06-23T21:38:26.000Z
C1564,507.90999999999997,2,2024-07-13T00:29:13.000Z
C2326,1742.5400000000002,5,2024-12-13T11:25:22.000Z
C0789,1587.95,2,2024-04-30T04:27:45.000Z
C3595,1323.97,3,2024-12-12T23:02:06.000Z
C4246,1372.46,2,2024-09-14T10:32:20.000Z
C3816,1844.52,3,2024-11-04T22:14:18.000Z
C3347,334.79,1,2024-02-19T18:55:48.000Z
C3089,434.63,1,2024-03-18T03:34:20.000Z
C0263,2648.37,4,2024-10-14T14:07:03.000Z
C0135,2146.76,5,2024-06-03T12:21:12.000Z
C2356,95.73,1,2024-04-07T14:30:57.000Z
C1398,4349.87,4,2024-12-21T23:40:06.000Z
C3179,2737.55,4,2024-10-20T05:51:20.000Z
C1981,2389.93,4,2024-12-05T11:14:48.000Z
C1415,1985.24,1,2024-08-04T02:46:06.000Z
C2221,231.22,1,2024-07-06T18:42:18.000Z
C2499,1916.1000000000001,2,2024-04-11T11:25:56.000Z
C4512,2124.1800000000003,3,2024-08-31T07:26:06.000Z
C3313,1982.72,2,2024-11-10T18:06:35.000Z
C0670,432.17,2,2024-03-06T21:38:32.000Z
C1530,1165.94,2,2024-11-26T13:02:59.000Z
C1403,2635.26,2,2024-06-16T04:03:48.000Z
C0596,1172.95,2,2024-09-13T09:47:18.000Z
C4811,1840.7199999999998,2,2024-07-02T09:37:41.000Z
C4196,157.32,1,2024-04-12T03:47:03.000Z
C4992,34.01,1,2024-06-25T11:15:58.000Z
C1687,2306.56,2,2024-09-24T23:11:26.000Z
C4475,1665.4,2,2024-12-13T23:22:29.000Z
C2922,4174.349999999999,5,2024-12-22T16:36:41.000Z
C1956,1121.48,1,2024-12-15T20:28:19.000Z
C0435,1283.8600000000001,2,2024-05-15T16:36:31.000Z
C3815,1688.0000000000002,4,2024-12-09T03:27:19.000Z
C2528,876.9100000000001,2,2024-10-28T11:00:38.000Z
C2306,965.49,3,2024-12-13T10:46:35.000Z
C3730,920.5699999999999,2,2024-12-05T01:10:46.000Z
C1022,2722.0099999999998,4,2024-12-18T06:39:33.000Z
C3772,2461.45,3,2024-12-12T02:57:34.000Z
C4710,1779.25,2,2024-11-30T16:19:17.000Z
C4056,1815.15,2,2024-06-01T16:44:36.000Z
C2686,1209.9299999999998,2,2024-06-04T14:47:44.000Z
C1537,1242.35,3,2024-03-25T22:16:22.000Z
C2174,695.55,2,2024-12-04T02:54:05.000Z
C3284,273.76,3,2024-11-13T00:28:50.000Z
C3757,940.14,2,2024-05-14T22:20:43.000Z
C2565,200.79000000000002,1,2024-06-26T08:08:09.000Z
C3373,148.77,1,2024-06-03T07:23:59.000Z
C1639,3015.76,3,2024-05-18T10:18:26.000Z
C3869,1166.49,2,2024-06-04T12:40:17.000Z
C2071,750.55,2,2024-08-07T12:20:25.000Z
C1228,130.08,1,2024-09-20T12:05:53.000Z
C0774,928.52,1,2024-12-18T17:59:20.000Z
C0090,205.45,1,2024-12-19T05:12:51.000Z
C0252,1139.73,1,2024-06-15T16:50:46.000Z
C0695,2198.49,2,2024-08-21T06:25:28.000Z
C1906,205.28,1,2024-10-11T23:38:12.000Z
C3828,403.18,1,2024-09-15T02:56:29.000Z
C1592,1476.33,2,2024-06-05T04:54:11.000Z
C2620,745.8499999999999,2,2024-12-22T19:17:00.000Z
C1206,4155.5599999999995,4,2024-12-18T05:43:08.000Z
C2394,4933.96,6,2024-09-20T02:55:17.000Z
C0331,1513.54,3,2024-11-17T14:45:25.000Z
C0180,1996.22,5,2024-11-02T08:37:24.000Z
C4762,2638.02,2,2024-04-23T21:47:56.000Z
C4605,1261.85,3,2024-12-21T00:49:55.000Z
C2443,4706.110000000001,4,2024-10-24T07:49:34.000Z
C0837,2700.75,3,2024-12-03T12:49:36.000Z
C1025,218.98,1,2024-12-15T01:41:20.000Z
C4696,2193.7,3,2024-11-20T03:18:25.000Z
C4121,680.0,1,2024-06-27T12:19:43.000Z
C0728,2502.7799999999997,2,2024-02-07T06:42:25.000Z
C1082,3820.8300000000004,4,2024-09-24T12:15:43.000Z
C0178,207.71,1,2024-03-06T17:01:03.000Z
C4841,355.04,1,2024-08-29T14:43:01.000Z
C4028,1447.56,2,2024-03-10T01:03:08.000Z
C3522,1937.3899999999999,2,2024-03-12T11:10:29.000Z
C2468,1301.73,2,2024-06-22T19:20:34.000Z
C3292,194.03,1,2024-08-11T07:13:41.000Z
C3294,435.68,1,2024-09-16T16:11:33.000Z
C0373,2748.32,2,2024-08-22T21:42:12.000Z
C2247,707.92,1,2024-02-10T16:45:18.000Z
C1214,4354.460000000001,5,2024-08-15T01:34:41.000Z
C4805,3054.0899999999997,3,2024-12-08T15:03:33.000Z
C2973,2692.3999999999996,4,2024-12-08T21:55:21.000Z
C0519,3134.3900000000003,4,2024-12-17T17:01:43.000Z
C0729,2088.82,3,2024-01-13T06:37:50.000Z
C2076,1604.7799999999997,4,2024-08-16T03:39:14.000Z
C3221,457.0,2,2024-11-20T13:30:57.000Z
C0041,4001.13,4,2024-06-21T16:03:37.000Z
C2522,855.65,2,2024-09-22T06:45:17.000Z
C4807,4128.66,5,2024-12-04T23:23:16.000Z
C4837,2109.06,3,2024-11-16T08:18:59.000Z
C4198,1322.08,3,2024-10-03T07:48:23.000Z
C4853,782.9100000000001,1,2024-01-16T12:44:44.000Z
C2604,13.14,1,2024-01-11T08:08:59.000Z
C3971,1840.3,2,2024-12-09T09:50:18.000Z
C2653,2114.9,3,2024-05-09T10:41:34.000Z
C1380,197.87,1,2024-09-27T01:37:44.000Z
C3520,3351.35,2,2024-05-10T19:58:55.000Z
C0488,616.12,2,2024-01-20T07:08:06.000Z
C2949,4773.98,5,2024-11-27T07:29:57.000Z
C4620,3302.2,2,2024-11-02T04:31:33.000Z
C2024,2178.94,5,2024-11-13T10:49:37.000Z
C3809,2102.94,3,2024-11-20T04:54:58.000Z
C1731,2278.01,2,2024-09-02T18:57:38.000Z
C1078,2150.06,3,2024-11-30T00:35:06.000Z
C3494,1851.7399999999998,3,2024-12-22T03:47:05.000Z
C3418,3142.01,4,2024-08-13T21:00:38.000Z
C2315,26.13,1,2024-11-08T22:49:15.000Z
C4719,205.15,1,2024-10-26T00:11:30.000Z
C4893,3796.8499999999995,5,2024-12-22T09:53:11.000Z
C4370,772.42,1,2024-12-06T04:56:33.000Z
C0423,399.0,1,2024-09-25T00:17:07.000Z
C2288,2077.2999999999997,1,2024-10-13T08:50:09.000Z
C1869,1479.88,2,2024-12-18T01:06:33.000Z
C4820,1664.88,2,2024-11-16T19:37:59.000Z
C2471,2288.8700000000003,4,2024-04-03T05:44:55.000Z
C4011,462.57,1,2024-11-14T17:40:30.000Z
C0667,1489.13,2,2024-11-23T14:30:34.000Z
C4557,2714.41,3,2024-06-18T02:36:20.000Z
C3739,745.64,1,2024-01-20T22:59:54.000Z
C1478,638.67,1,2024-11-25T23:37:49.000Z
C1645,302.22,1,2024-07-13T20:12:46.000Z
C3398,1943.4499999999998,3,2024-12-04T18:44:27.000Z
C0004,1063.78,2,2024-10-24T13:24:20.000Z
C2596,582.3,2,2024-11-27T12:02:51.000Z
C4085,2400.56,4,2024-11-05T17:56:19.000Z
C1722,1300.4,2,2024-04-16T19:18:14.000Z
C0791,1438.65,1,2024-11-14T16:10:13.000Z
C4089,2281.11,3,2024-11-03T22:19:26.000Z
C2747,806.5500000000001,3,2024-08-15T16:13:18.000Z
C2635,1371.96,2,2024-08-23T20:36:13.000Z
C3088,1783.6599999999999,3,2024-02-16T16:47:00.000Z
C3030,1073.77,2,2024-08-29T17:13:26.000Z
C4400,1065.48,2,2024-10-29T06:48:55.000Z
C4813,2860.93,3,2024-12-05T13:43:09.000Z
C1183,1623.54,2,2024-06-04T12:17:21.000Z
C0883,1770.3600000000001,3,2024-09-24T08:16:23.000Z
C1902,243.06,1,2024-06-23T04:35:14.000Z
C0570,2922.67,3,2024-10-19T11:58:31.000Z
C0916,3426.5600000000004,3,2024-11-06T12:40:55.000Z
C0691,4016.6,2,2024-08-19T11:37:43.000Z
C3034,134.26,1,2024-02-25T15:52:06.000Z
C1139,1036.03,2,2024-09-24T17:12:34.000Z
C2590,1751.2,1,2024-09-08T11:40:14.000Z
C4148,2322.94,2,2024-06-03T12:33:44.000Z
C1664,366.52,1,2024-06-13T01:27:33.000Z
C3992,1599.6000000000001,1,2024-03-12T12:44:41.000Z
C2935,1279.92,1,2024-10-05T10:13:44.000Z
C4680,1009.56,2,2024-11-20T03:35:09.000Z
C2070,3104.0699999999997,3,2024-09-24T00:12:44.000Z
C1988,2858.19,5,2024-11-08T00:34:00.000Z
C4030,2383.52,3,2024-10-29T00:25:17.000Z
C0925,2531.3199999999997,2,2024-11-05T20:38:36.000Z
C4309,2417.81,5,2024-07-24T14:52:06.000Z
C1927,2477.59,4,2024-10-07T16:38:44.000Z
C4967,2724.33,3,2024-12-20T04:07:05.000Z
C1012,1490.26,3,2024-09-14T06:29:21.000Z
C4619,3442.18,3,2024-08-23T04:07:47.000Z
C0648,1962.94,4,2024-12-07T17:38:21.000Z
C3621,825.2,2,2024-05-18T00:40:58.000Z
C3994,1282.92,2,2024-08-07T09:50:31.000Z
C0441,1737.3400000000001,4,2024-11-10T15:19:45.000Z
C1253,1933.1200000000001,3,2024-10-14T03:06:09.000Z
C2787,1150.54,2,2024-07-17T04:30:45.000Z
C2464,965.12,2,2024-09-21T04:35:22.000Z
C2101,385.1,2,2024-05-04T16:36:52.000Z
C0142,1482.5100000000002,2,2024-07-08T15:51:50.000Z
C2504,1395.06,2,2024-04-13T16:25:06.000Z
C1295,1375.0,2,2024-11-26T05:38:06.000Z
C2363,523.02,1,2024-01-07T06:25:31.000Z
C0840,1074.84,1,2024-03-26T09:19:57.000Z
C3244,350.12,1,2024-10-28T12:40:00.000Z
C1411,1170.88,1,2024-05-07T09:37:12.000Z
C0442,2521.38,3,2024-11-01T12:54:22.000Z
C2106,825.7,3,2024-12-04T23:28:59.000Z
C2159,3239.03,2,2024-03-10T18:22:41.000Z
C0005,2017.5,1,2023-12-30T18:33:41.000Z
C0657,1452.75,1,2024-01-08T06:13:18.000Z
C2269,2418.7,2,2024-01-24T06:10:50.000Z
C0101,1051.9499999999998,1,2024-01-30T02:03:06.000Z
C4378,315.9,1,2024-03-24T14:22:06.000Z
C4455,3596.75,4,2024-10-19T20:49:59.000Z
C1205,2156.5200000000004,3,2024-08-20T07:26:36.000Z
C1825,2103.41,2,2024-10-15T06:36:59.000Z
C4430,2086.6000000000004,6,2024-11-19T15:25:38.000Z
C4091,433.02,1,2024-07-28T11:11:09.000Z
C2958,662.22,2,2024-07-21T07:27:06.000Z
C4013,231.68,1,2024-10-06T22:38:35.000Z
C2470,670.3,1,2024-12-18T16:45:00.000Z
C3111,922.9,2,2024-12-03T02:08:27.000Z
C0495,331.2,1,2024-07-09T20:38:18.000Z
C2310,250.64,1,2024-07-14T22:04:14.000Z
C1330,1037.45,1,2024-09-03T14:44:36.000Z
C0116,2512.37,3,2024-12-06T06:45:50.000Z
C4304,407.22,1,2024-05-20T19:58:46.000Z
C2239,1277.08,1,2024-01-26T13:14:31.000Z
C2708,1868.1100000000001,2,2024-07-22T21:48:51.000Z
C4185,619.28,2,2024-08-08T02:55:55.000Z
C2397,3209.76,5,2024-10-31T22:52:19.000Z
C2083,1438.28,3,2024-11-14T01:29:32.000Z
C0153,4395.65,5,2024-12-10T03:32:26.000Z
C2004,1729.9,2,2024-05-29T16:12:56.000Z
C1434,2660.48,3,2024-09-28T08:11:03.000Z
C0562,1542.7,2,2024-10-06T13:00:12.000Z
C3114,2597.83,4,2024-10-03T11:48:54.000Z
C4080,3341.08,3,2024-12-03T10:47:35.000Z
C2690,1524.35,1,2024-02-18T17:37:53.000Z
C2175,1933.0,1,2024-02-18T21:19:08.000Z
C2154,2787.64,4,2024-06-29T08:10:12.000Z
C3155,1950.4399999999998,3,2024-08-02T12:01:36.000Z
C2658,3290.9100000000003,2,2024-08-10T00:04:55.000Z
C4960,893.5500000000001,3,2024-11-26T14:12:14.000Z
C2439,2482.63,3,2024-08-18T09:41:07.000Z
C2486,3196.24,4,2024-12-21T18:04:19.000Z
C4380,70.72,1,2024-04-29T18:15:15.000Z
C3833,4380.01,3,2024-08-03T19:01:31.000Z
C4012,148.74,1,2024-05-23T14:26:45.000Z
C3183,1301.54,2,2024-10-01T15:39:06.000Z
C1302,639.24,1,2024-03-15T11:49:02.000Z
C4715,1610.71,4,2024-10-12T11:13:21.000Z
C4134,3659.36,5,2024-07-31T08:32:22.000Z
C0136,233.41,1,2024-06-28T13:11:59.000Z
C0345,2385.85,2,2024-05-28T14:07:47.000Z
C1528,4226.07,5,2024-11-07T14:18:18.000Z
C3880,4992.7,5,2024-09-18T18:57:44.000Z
C4906,2439.11,4,2024-11-05T19:40:55.000Z
C3964,4700.6,4,2024-04-18T03:14:47.000Z
C1971,3336.4300000000003,5,2024-10-26T06:37:21.000Z
C0985,3647.9399999999996,4,2024-08-03T14:47:13.000Z
C2987,3329.8999999999996,3,2024-10-17T23:07:10.000Z
C3008,1254.6200000000001,4,2024-07-23T11:28:36.000Z
C4609,1979.7199999999998,3,2024-08-22T12:13:44.000Z
C0666,529.7,2,2024-12-21T23:43:01.000Z
C2750,1502.5800000000002,2,2024-09-05T21:53:40.000Z
C4816,525.18,2,2024-05-18T07:50:54.000Z
C4139,705.63,1,2024-04-28T18:39:02.000Z
C3269,1099.5,1,2024-06-08T23:46:29.000Z
C2061,440.02,1,2024-04-10T16:25:02.000Z
C1807,404.74,2,2024-05-19T02:54:34.000Z
C2745,1021.38,2,2024-07-13T09:26:11.000Z
C0733,675.94,1,2024-12-08T09:01:13.000Z
C2654,1182.04,1,2024-07-03T16:52:56.000Z
C2077,1274.4,1,2024-05-02T22:51:41.000Z
C1223,2174.1299999999997,4,2024-12-15T18:06:33.000Z
C3692,111.18,1,2024-02-17T21:32:57.000Z
C3511,1477.3799999999999,2,2024-03-19T19:38:53.000Z
C1250,318.6,2,2024-06-24T02:49:51.000Z
C0530,2289.77,3,2024-12-04T12:48:52.000Z
C1390,162.56,1,2024-01-27T14:51:40.000Z
C2135,3208.61,3,2024-08-01T12:26:44.000Z
C3875,2221.04,3,2024-07-12T21:21:00.000Z
C1555,1469.8400000000001,2,2024-05-09T18:32:00.000Z
C0731,1249.6,4,2024-11-12T01:24:30.000Z
C0516,1806.65,2,2024-09-30T00:28:49.000Z
C4160,2837.7200000000003,4,2024-10-17T18:12:36.000Z
C1718,64.85,2,2024-12-17T07:39:23.000Z
C4873,309.06,1,2024-03-22T14:49:38.000Z
C4993,2083.32,3,2024-10-04T20:38:06.000Z
C3988,95.88,1,2024-11-20T09:35:02.000Z
C1851,2081.98,2,2024-04-20T11:35:26.000Z
C1378,155.84,1,2024-08-19T17:40:07.000Z
C2424,1041.8400000000001,2,2024-12-11T21:12:51.000Z
C0940,2313.62,2,2024-12-04T15:03:15.000Z
C4938,1984.14,2,2024-09-05T15:43:32.000Z
C3871,617.0,2,2024-10-27T12:30:26.000Z
C4685,1168.77,2,2024-10-13T12:21:20.000Z
C3704,527.72,2,2024-04-10T00:59:09.000Z
C4315,3089.4799999999996,5,2024-11-19T23:13:59.000Z
C0248,1813.26,3,2024-12-20T14:00:21.000Z
C1719,3486.9799999999996,3,2024-08-18T00:20:33.000Z
C1865,238.44,1,2024-06-05T19:56:57.000Z
C3431,2290.95,3,2024-11-20T20:36:20.000Z
C1123,4556.79,3,2024-07-01T01:20:51.000Z
C3958,1448.76,1,2024-12-18T04:23:06.000Z
C2916,1250.22,3,2024-07-11T03:50:41.000Z
C3052,4932.48,3,2024-08-22T19:30:12.000Z
C0602,1952.3899999999999,4,2024-10-08T00:42:38.000Z
C0778,448.94,1,2024-04-17T13:04:49.000Z
C4703,2030.5099999999998,3,2024-12-01T18:57:42.000Z
C1421,647.4200000000001,2,2024-11-23T12:07:42.000Z
C3484,818.48,2,2024-06-08T12:51:33.000Z
C2523,1142.32,1,2024-07-01T15:34:21.000Z
C2329,2810.6000000000004,2,2024-08-14T05:42:14.000Z
C1261,4839.59,4,2024-11-08T09:07:11.000Z
C4016,858.27,1,2024-02-27T15:56:29.000Z
C2447,1358.16,1,2024-03-10T08:27:54.000Z
C1702,1438.19,2,2024-10-30T22:38:04.000Z
C3391,956.88,1,2024-07-21T14:27:06.000Z
C1397,3154.77,2,2024-01-24T09:01:02.000Z
C0968,2055.4,1,2024-01-25T15:32:05.000Z
C0700,907.78,2,2024-09-27T12:15:01.000Z
C2314,2128.7400000000002,3,2024-09-12T07:55:49.000Z
C0935,671.72,1,2024-06-26T11:55:37.000Z
C4827,1401.7599999999998,2,2024-10-21T16:22:07.000Z
C2997,2034.3799999999999,2,2024-09-22T11:49:35.000Z
C0914,1378.73,4,2024-11-25T18:24:08.000Z
C2885,1306.6,1,2024-07-22T06:11:19.000Z
C1217,845.3499999999999,2,2024-12-13T22:19:24.000Z
C1335,1161.3400000000001,3,2024-11-03T23:28:07.000Z
C3433,1121.44,2,2024-06-29T23:16:14.000Z
C4648,747.39,1,2024-11-24T07:43:13.000Z
C2059,2400.0499999999997,3,2024-10-24T23:15:24.000Z
C3095,680.32,1,2024-11-27T07:07:27.000Z
C4221,484.71999999999997,2,2024-01-08T06:43:10.000Z
C4005,825.1300000000001,3,2024-12-05T04:50:48.000Z
C1326,1661.1100000000001,2,2024-06-30T19:34:34.000Z
C2104,2260.3500000000004,2,2024-10-11T23:13:44.000Z
C4777,451.82,1,2024-02-27T16:34:05.000Z
C0855,1601.23,2,2024-10-23T02:07:57.000Z
C2941,686.71,3,2024-06-08T01:35:01.000Z
C1191,3715.7300000000005,5,2024-10-09T03:06:46.000Z
C1782,3285.3500000000004,4,2024-11-19T11:53:49.000Z
C3260,2220.38,3,2024-09-10T20:46:36.000Z
C1866,4265.99,3,2024-09-20T01:44:43.000Z
C1678,1362.02,2,2024-11-11T06:14:42.000Z
C2257,2324.25,7,2024-09-30T11:36:53.000Z
C1026,2512.1499999999996,2,2024-08-07T07:41:06.000Z
C1418,738.72,1,2024-04-10T22:40:07.000Z
C1620,692.88,2,2024-12-10T01:39:36.000Z
C4732,3346.93,3,2024-03-26T02:21:58.000Z
C1874,2351.2,2,2024-06-12T05:01:46.000Z
C4828,1556.1100000000001,2,2024-07-09T22:46:29.000Z
C3196,1970.5500000000002,1,2024-05-25T06:37:08.000Z
C2008,4644.469999999999,4,2024-08-08T07:37:25.000Z
C0748,827.5500000000001,3,2024-10-19T14:37:58.000Z
C3448,1273.7200000000003,3,2024-09-17T01:23:44.000Z
C3639,2050.87,3,2024-07-26T14:08:28.000Z
C4693,329.72,1,2024-08-02T10:42:55.000Z
C0269,1567.3200000000002,2,2024-04-09T09:55:25.000Z
C1772,1844.34,3,2024-06-06T19:06:29.000Z
C3755,1655.29,3,2024-08-14T20:32:51.000Z
C1303,1282.7399999999998,4,2024-10-28T05:16:54.000Z
C4688,3462.87,5,2024-07-13T05:12:45.000Z
C3374,2871.0899999999997,4,2024-12-04T10:31:32.000Z
C1188,769.66,2,2024-04-19T01:46:40.000Z
C4785,2697.43,2,2024-04-06T19:09:24.000Z
C1765,965.8,1,2024-01-10T18:06:03.000Z
C4613,2434.46,3,2024-11-25T05:05:00.000Z
C1441,339.23,1,2024-05-05T09:37:58.000Z
C1580,2281.6,1,2024-11-26T09:40:46.000Z
C3908,2720.87,5,2024-12-19T22:12:36.000Z
C2540,1382.16,4,2024-09-30T05:47:21.000Z
C3850,2851.1099999999997,3,2024-12-07T23:43:12.000Z
C3215,5563.33,6,2024-12-15T11:44:36.000Z
C4109,1446.3600000000001,2,2024-08-14T12:45:46.000Z
C4584,2456.4700000000003,3,2024-05-24T18:21:26.000Z
C3408,3245.84,3,2024-07-29T01:48:52.000Z
C0598,1008.03,1,2024-04-13T06:52:40.000Z
C4896,2105.72,2,2024-03-07T22:51:38.000Z
C4652,4897.49,5,2024-09-24T07:14:31.000Z
C4618,5345.32,4,2024-06-26T19:06:05.000Z
C3648,255.55,2,2024-08-27T14:07:35.000Z
C2143,2041.1099999999997,2,2024-10-13T03:39:45.000Z
C0425,1396.5,3,2024-10-23T07:23:52.000Z
