TransactionID,CustomerID,ProductID,Category,Quantity,Price,TransactionDate
T002730,C4207,P00980,Electronics,1,370.25,2024-10-29 16:34:00
T002731,C4629,P00537,Fashion,4,15.98,2024-02-12 09:31:01
T002732,C1916,P00612,Sports,1,192.47,2024-11-28 12:47:02
T002733,C1063,P00637,Books,3,498.03,2024-05-31 00:09:37
T002734,C1122,P00203,Books,3,218.56,2024-02-04 05:29:09
T002735,C3199,P00438,Sports,5,196.82,2024-08-12 05:09:57
T002736,C2135,P00573,Home Appliances,1,80.48,2024-03-10 16:18:09
T002737,C1353,P00090,Books,3,473.28,2024-02-18 05:15:04
T002738,C2110,P00946,Sports,4,49.25,2024-04-18 18:05:58
T002739,C3995,P00435,Electronics,3,264.21,2024-11-20 03:44:12
T002740,C3523,P00373,Electronics,1,232.63,2024-02-27 15:53:39
T002741,C3749,P00232,Home Appliances,4,54.42,2024-10-29 10:19:18
T002742,C1171,P00212,Electronics,2,175.81,2024-07-20 19:50:42
T002743,C3710,P00117,Groceries,3,415.84,2024-11-01 14:28:54
T002744,C1894,P00681,Electronics,3,319.25,2024-10-27 06:29:59
T002745,C4422,P00934,Groceries,2,197.08,2024-10-20 21:11:53
T002746,C3966,P00319,Electronics,4,279.18,2024-03-27 18:11:33
T002747,C3005,P00674,Electronics,5,12.94,2024-11-11 10:52:00
T002748,C1439,P00303,Groceries,1,434.8,2024-09-19 02:47:21
T002749,C4080,P00379,Electronics,5,344.96,2024-12-03 10:47:35
T002750,C2773,P00608,Fashion,3,40.43,2024-11-17 00:13:58
T002751,C0054,P00383,Fashion,1,132.23,2024-12-19 18:31:55
T002752,C1996,P00200,Books,1,402.34,2024-12-04 03:53:19
T002753,C3600,P00180,Electronics,5,404.61,2024-11-10 06:06:00
T002754,C0939,P00722,Fashion,3,425.53,2024-10-08 09:28:22
T002755,C1599,P00194,Home Appliances,5,452.29,2024-02-04 20:32:16
T002756,C3047,P00562,Sports,2,257.35,2024-10-19 12:22:28
T002757,C1825,P00666,Electronics,4,241.99,2024-10-15 06:36:59
T002758,C0685,P00167,Fashion,1,453.82,2024-01-05 08:09:12
T002759,C2889,P00419,Groceries,5,217.34,2024-01-12 10:14:36
T002760,C1397,P00055,Groceries,5,497.25,2024-01-13 23:32:30
T002761,C2211,P00692,Groceries,5,471.02,2024-05-17 09:43:17
T002762,C4135,P00611,Fashion,1,210.69,2024-04-14 17:38:56
T002763,C2530,P00043,Home Appliances,1,180.24,2024-02-05 23:59:41
T002764,C3759,P00355,Electronics,1,472.3,2024-08-27 23:58:58
T002765,C2364,P00546,Home Appliances,4,260.94,2024-09-10 13:18:01
T002766,C0185,P00701,Books,2,230.36,2024-06-09 15:05:26
T002767,C2374,P00151,Fashion,4,135.12,2024-09-06 00:18:43
T002768,C0999,P00309,Books,2,375.54,2024-08-25 08:23:11
T002769,C4408,P00220,Sports,2,29.51,2024-02-28 13:09:04
T002770,C4216,P00336,Home Appliances,2,268.3,2024-10-15 12:31:16
T002771,C4628,P00676,Home Appliances,3,318.29,2024-08-03 14:54:53
T002772,C0138,P00260,Books,3,62.39,2024-05-10 05:48:37
T002773,C2429,P00971,Home Appliances,3,226.02,2024-04-28 09:55:04
T002774,C1026,P00742,Books,4,430.27,2024-02-16 02:03:16
T002775,C4297,P00477,Home Appliances,1,174.96,2024-04-03 22:06:26
T002776,C3687,P00851,Groceries,1,200.35,2024-11-18 07:09:44
T002777,C2143,P00306,Home Appliances,2,469.58,2024-10-13 03:39:45
T002778,C1756,P00842,Electronics,5,80.96,2024-04-21 22:16:56
T002779,C2997,P00045,Books,2,132.29,2024-07-29 13:43:28
T002780,C0404,P00815,Books,2,94.53,2024-11-02 10:45:51
T002781,C3186,P00516,Books,4,161.51,2024-06-03 00:57:33
T002782,C4862,P00368,Home Appliances,4,96.47,2024-03-21 19:02:30
T002783,C2415,P00844,Groceries,2,446.28,2024-04-01 23:31:19
T002784,C2397,P00070,Home Appliances,1,117.42,2024-01-21 21:28:02
T002785,C4754,P00051,Home Appliances,2,291.78,2024-09-11 05:42:37
T002786,C2649,P00961,Groceries,5,344.36,2024-03-24 18:36:16
T002787,C2272,P00967,Books,3,54.65,2024-07-07 15:46:32
T002788,C3606,P00004,Fashion,1,218.84,2024-12-18 17:54:58
T002789,C1667,P00756,Home Appliances,1,267.38,2024-06-07 13:46:45
T002790,C0293,P00329,Sports,2,138.86,2024-04-20 22:46:56
T002791,C4823,P00679,Home Appliances,3,417.56,2024-04-04 19:54:00
T002792,C1942,P00163,Groceries,2,255.35,2024-10-05 15:02:05
T002793,C3787,P00411,Electronics,5,86.12,2024-03-16 04:25:07
T002794,C4597,P00313,Fashion,2,227.17,2024-03-06 20:22:18
T002795,C3636,P00532,Sports,2,464.4,2024-05-09 12:43:11
T002796,C4867,P00110,Groceries,2,335.01,2024-03-12 11:09:50
T002797,C1909,P00666,Electronics,3,19.16,2024-06-22 09:39:36
T002798,C3821,P00437,Sports,3,240.05,2024-11-24 23:21:50
T002799,C1009,P00305,Home Appliances,4,71.76,2024-10-17 07:40:42
T002800,C0648,P00226,Groceries,4,150.88,2024-06-01 19:21:04
T002801,C4688,P00641,Sports,4,154.8,2024-05-04 20:38:19
T002802,C1078,P00830,Fashion,3,156.28,2024-02-19 17:06:39
T002803,C1578,P00297,Home Appliances,2,63.27,2024-01-21 15:09:35
T002804,C0754,P00891,Fashion,5,271.15,2024-10-03 01:44:33
T002805,C3260,P00382,Fashion,5,27.22,2024-08-29 16:54:00
T002806,C1387,P00205,Books,1,411.07,2024-06-27 12:48:16
T002807,C4259,P00078,Electronics,4,323.37,2024-05-18 12:14:59
T002808,C3793,P00876,Sports,2,168.2,2024-10-30 19:50:09
T002809,C2349,P00496,Books,3,16.93,2024-10-27 10:49:12
T002810,C1793,P00482,Home Appliances,1,21.86,2024-10-31 17:31:35
T002811,C1354,P00069,Home Appliances,1,106.69,2024-11-06 05:43:38
T002812,C3577,P00568,Sports,5,342.46,2024-10-12 18:56:15
T002813,C2922,P00466,Electronics,4,267.13,2024-08-10 20:14:45
T002814,C2110,P00334,Groceries,3,262.27,2024-05-17 19:58:48
T002815,C0872,P00804,Electronics,2,86.5,2024-04-16 23:25:53
T002816,C3923,P00908,Sports,3,209.14,2024-09-05 18:11:45
T002817,C1988,P00187,Electronics,1,240.65,2024-10-20 12:10:41
T002818,C3626,P00313,Fashion,3,499.08,2024-12-10 04:27:46
T002819,C0990,P00241,Sports,3,339.41,2024-08-22 05:33:44
T002820,C2825,P00699,Sports,5,416.21,2024-07-13 09:22:22
T002821,C4056,P00988,Electronics,3,480.87,2024-05-13 06:13:11
T002822,C4283,P00899,Sports,4,249.05,2024-11-15 12:44:18
T002823,C4508,P00504,Fashion,5,326.84,2024-10-11 03:05:51
T002824,C4736,P00075,Electronics,1,493.19,2024-03-10 18:48:39
T002825,C2767,P00967,Books,3,184.03,2024-11-28 03:16:13
T002826,C4278,P00218,Books,4,201.05,2024-05-05 19:27:13
T002827,C4600,P00840,Electronics,4,407.4,2024-02-17 07:41:39
T002828,C2255,P00231,Fashion,1,208.63,2024-07-19 14:41:26
T002829,C3958,P00620,Groceries,3,482.92,2024-12-18 04:23:06
T002830,C4247,P00789,Groceries,4,184.91,2024-02-15 10:19:48
T002831,C2007,P00503,Fashion,1,35.79,2024-01-06 01:23:40
T002832,C4551,P00782,Fashion,4,129.89,2024-04-28 16:17:56
T002833,C0900,P00456,Groceries,1,130.1,2024-09-01 08:25:59
T002834,C2036,P00673,Home Appliances,3,124.31,2024-05-15 04:47:30
T002835,C4194,P00435,Electronics,5,299.98,2024-02-20 03:36:47
T002836,C2605,P00245,Home Appliances,4,283.82,2024-04-08 15:33:31
T002837,C4193,P00868,Books,2,123.02,2024-01-21 14:29:23
T002838,C1801,P00120,Groceries,5,151.12,2024-09-03 02:03:34
T002839,C0381,P00655,Books,2,137.65,2024-07-16 02:33:17
T002840,C0197,P00725,Groceries,5,259.75,2024-11-23 01:55:33
T002841,C1934,P00381,Groceries,5,391.25,2024-03-08 01:25:13
T002842,C0715,P00597,Sports,2,340.83,2024-01-28 23:23:13
T002843,C0310,P00640,Sports,3,277.81,2024-06-25 16:56:21
T002844,C2816,P00167,Fashion,3,286.41,2024-09-22 07:49:19
T002845,C4260,P00819,Home Appliances,2,104.34,2024-05-29 07:40:13
T002846,C0817,P00797,Electronics,2,149.44,2024-09-01 00:20:16
T002847,C1701,P00697,Home Appliances,1,212.61,2024-02-01 01:11:45
T002848,C1355,P00574,Fashion,3,319.23,2024-08-18 05:16:28
T002849,C1520,P00426,Home Appliances,4,211.69,2024-05-02 17:27:53
T002850,C4565,P00608,Fashion,2,252.73,2024-01-22 03:59:05
T002851,C2821,P00061,Fashion,4,158.7,2024-01-22 23:41:55
T002852,C0612,P00806,Groceries,3,258.89,2024-09-26 01:39:43
T002853,C3508,P00566,Groceries,5,17.32,2024-06-29 05:53:58
T002854,C4239,P00427,Electronics,1,416.96,2024-10-18 05:49:26
T002855,C0258,P00400,Groceries,4,251.24,2024-06-10 12:00:55
T002856,C4160,P00238,Fashion,2,32.89,2024-10-17 18:12:36
T002857,C2892,P00920,Books,5,182.77,2024-06-12 13:06:10
T002858,C3623,P00118,Sports,5,93.85,2024-07-27 18:36:52
T002859,C3197,P00242,Electronics,3,378.35,2024-07-20 18:32:35
T002860,C4611,P00256,Groceries,1,347.58,2024-04-18 19:55:24
T002861,C1755,P00562,Sports,5,154.49,2024-04-15 19:07:30
T002862,C3798,P00469,Groceries,3,388.47,2024-04-19 16:59:36
T002863,C0588,P00469,Groceries,2,153.56,2024-03-03 11:47:50
T002864,C0112,P00029,Books,3,354.65,2024-05-29 08:07:30
T002865,C4807,P00460,Fashion,5,361.15,2024-12-02 12:06:32
T002866,C2428,P00954,Fashion,2,334.52,2024-01-30 22:54:43
T002867,C3246,P00251,Fashion,1,299.94,2024-07-17 07:45:53
T002868,C2640,P00457,Electronics,5,407.1,2024-11-13 06:46:49
T002869,C2224,P00439,Groceries,2,259.68,2024-11-27 00:13:03
T002870,C1528,P00944,Fashion,3,197.97,2024-03-11 01:28:57
T002871,C2915,P00554,Books,2,226.56,2024-02-20 16:35:21
T002872,C0548,P00508,Sports,4,497.39,2024-10-24 17:12:32
T002873,C3184,P00158,Home Appliances,5,475.05,2024-07-09 17:21:30
T002874,C0256,P00048,Sports,3,184.91,2024-06-19 11:17:12
T002875,C4211,P00565,Home Appliances,5,39.06,2024-10-08 10:58:03
T002876,C2797,P00321,Electronics,2,251.26,2024-05-10 15:23:50
T002877,C1858,P00925,Groceries,4,421.59,2024-12-01 01:12:36
T002878,C3343,P00799,Electronics,1,289.06,2024-03-30 09:46:55
T002879,C1190,P00590,Sports,1,430.95,2024-01-03 13:47:20
T002880,C0144,P00278,Electronics,5,19.4,2024-08-03 23:16:28
T002881,C4886,P00698,Sports,4,335.41,2024-04-18 22:49:05
T002882,C0731,P00754,Books,1,221.41,2024-11-12 01:24:30
T002883,C2271,P00606,Fashion,1,302.6,2024-08-29 11:09:41
T002884,C3400,P00518,Groceries,1,31.56,2024-02-07 21:26:32
T002885,C4397,P00237,Fashion,2,406.23,2024-03-30 17:56:27
T002886,C3371,P00534,Fashion,4,136.16,2024-10-25 17:40:10
T002887,C0413,P00996,Books,2,185.99,2024-12-17 15:53:19
T002888,C4647,P00413,Fashion,5,372.7,2024-11-22 23:29:08
T002889,C3483,P00252,Groceries,2,359.03,2024-12-20 17:30:45
T002890,C4509,P00516,Books,4,403.48,2024-04-16 09:53:13
T002891,C4958,P00362,Books,4,37.65,2024-08-08 07:12:21
T002892,C4675,P00989,Groceries,3,498.93,2024-01-28 09:32:56
T002893,C0128,P00267,Home Appliances,4,207.1,2024-03-05 06:12:57
T002894,C2503,P00703,Groceries,1,60.71,2024-08-07 04:51:37
T002895,C2857,P00664,Sports,3,39.23,2024-07-15 05:24:38
T002896,C1579,P00141,Electronics,4,10.08,2024-11-25 19:09:28
T002897,C1223,P00559,Groceries,2,260.32,2024-12-15 18:06:33
T002898,C0741,P00247,Fashion,3,34.26,2024-01-19 02:00:59
T002899,C0937,P00312,Books,2,10.89,2024-08-24 08:14:45
T002900,C4837,P00705,Groceries,2,91.79,2024-10-14 11:41:40
T002901,C0441,P00797,Electronics,1,86.85,2024-06-23 22:34:07
T002902,C0929,P00920,Books,2,307.88,2024-12-18 19:30:09
T002903,C0015,P00486,Sports,2,110.32,2024-12-23 03:27:05
T002904,C2690,P00574,Fashion,5,304.87,2024-02-18 17:37:53
T002905,C4416,P00503,Fashion,3,115.27,2024-04-11 06:45:43
T002906,C1253,P00657,Home Appliances,2,11.13,2024-10-14 03:06:09
T002907,C1299,P00580,Books,3,358.5,2024-03-14 08:00:57
T002908,C2202,P00750,Home Appliances,3,243.77,2024-12-17 16:42:59
T002909,C1718,P00659,Electronics,2,23.25,2024-07-03 21:28:01
T002910,C0694,P00654,Home Appliances,2,257.52,2024-10-29 19:52:18
T002911,C4604,P00981,Fashion,3,350.28,2024-11-11 03:52:02
T002912,C1229,P00224,Home Appliances,1,445.44,2024-07-10 04:53:35
T002913,C2908,P00909,Fashion,5,209.13,2024-10-16 10:35:15
T002914,C0465,P00704,Fashion,1,39.24,2024-06-20 01:25:05
T002915,C4949,P00946,Sports,2,379.65,2024-06-05 03:05:27
T002916,C2430,P00084,Electronics,3,132.81,2024-05-20 03:30:30
T002917,C4183,P00425,Sports,1,398.2,2024-08-16 23:49:46
T002918,C2989,P00324,Home Appliances,1,445.36,2024-10-20 20:15:53
T002919,C3640,P00630,Home Appliances,3,76.11,2024-01-23 01:06:36
T002920,C2849,P00363,Sports,4,102.52,2024-03-03 22:37:49
T002921,C2938,P00103,Sports,4,27.46,2024-10-05 22:23:51
T002922,C3765,P00626,Books,4,487.54,2024-06-15 06:45:25
T002923,C4953,P00535,Groceries,4,343.51,2024-04-04 04:10:59
T002924,C3792,P00876,Sports,3,140.64,2024-06-27 08:15:28
T002925,C3637,P00370,Electronics,3,364.25,2024-08-06 15:03:47
T002926,C4547,P00492,Home Appliances,3,145.77,2024-06-22 13:41:00
T002927,C3681,P00400,Groceries,4,116.21,2024-06-07 00:14:55
T002928,C1206,P00553,Groceries,2,163.31,2024-03-08 02:03:19
T002929,C0870,P00588,Electronics,2,254.09,2024-04-26 19:56:36
T002930,C1817,P00739,Home Appliances,3,344.49,2024-10-10 11:33:54
T002931,C1913,P00878,Groceries,4,460.68,2024-10-25 18:46:24
T002932,C4686,P00400,Groceries,5,145.55,2024-01-03 10:57:58
T002933,C4219,P00236,Fashion,4,335.13,2024-03-04 19:06:01
T002934,C1434,P00907,Home Appliances,1,447.34,2024-07-20 20:56:42
T002935,C3209,P00868,Books,3,391.56,2024-06-17 14:15:27
T002936,C2545,P00500,Fashion,3,492.59,2024-06-02 13:35:23
T002937,C3740,P00500,Fashion,4,56.01,2024-07-19 16:00:09
T002938,C0141,P00938,Electronics,2,134.66,2024-10-26 01:54:30
T002939,C0229,P00923,Groceries,2,181.23,2024-12-11 14:57:21
T002940,C4266,P00344,Fashion,3,21.34,2024-11-16 10:22:18
T002941,C2377,P00476,Fashion,1,315.05,2024-07-16 06:11:33
T002942,C2592,P00784,Groceries,2,370.03,2024-02-09 09:52:11
T002943,C2512,P00825,Books,4,250.41,2024-08-03 18:24:17
T002944,C2543,P00667,Sports,5,203.22,2024-12-09 01:44:09
T002945,C0763,P00532,Sports,2,202.86,2024-08-24 21:53:05
T002946,C2282,P00123,Home Appliances,5,344.08,2024-06-02 12:25:02
T002947,C0981,P00878,Groceries,2,384.37,2024-01-21 05:58:54
T002948,C2335,P00413,Fashion,4,396.52,2024-03-09 00:39:10
T002949,C4873,P00570,Books,1,309.06,2024-03-22 14:49:38
T002950,C0510,P00522,Electronics,1,398.34,2024-10-27 15:23:01
T002951,C4071,P00123,Home Appliances,1,313.3,2024-08-11 07:12:49
T002952,C3089,P00159,Groceries,1,434.63,2024-03-18 03:34:20
T002953,C2996,P00866,Sports,3,414.73,2024-01-25 16:01:58
T002954,C3501,P00869,Fashion,4,33.24,2024-09-30 08:23:46
T002955,C0438,P00802,Groceries,4,61.62,2024-02-12 18:08:30
T002956,C3762,P00099,Electronics,4,312.71,2024-11-23 00:15:09
T002957,C2459,P00729,Home Appliances,5,377.93,2024-10-18 21:40:40
T002958,C4875,P00150,Home Appliances,3,250.17,2024-07-27 17:27:01
T002959,C0591,P00351,Fashion,3,236.7,2024-01-25 21:55:19
T002960,C1195,P00579,Groceries,4,301.65,2024-09-21 14:39:38
T002961,C2593,P00277,Fashion,3,327.05,2024-07-03 01:25:49
T002962,C4182,P00377,Books,4,448.45,2024-05-14 14:41:37
T002963,C2240,P00602,Books,2,87.92,2024-02-14 03:40:36
T002964,C4470,P00034,Electronics,1,98.59,2024-04-12 09:55:04
T002965,C0618,P00276,Electronics,1,93.99,2024-09-01 08:15:32
T002966,C0799,P00954,Fashion,1,431.86,2024-04-24 13:13:35
T002967,C4300,P00984,Electronics,1,103.11,2024-12-05 06:25:21
T002968,C1194,P00999,Home Appliances,2,394.66,2024-10-23 19:07:50
T002969,C0608,P00316,Fashion,2,397.9,2024-04-24 17:40:17
T002970,C4958,P00216,Sports,5,453.84,2024-05-30 08:35:18
T002971,C2175,P00212,Electronics,4,483.25,2024-02-18 21:19:08
T002972,C0892,P00075,Electronics,3,428.83,2024-06-21 04:15:33
T002973,C0710,P00069,Home Appliances,5,369.04,2024-07-13 23:01:18
T002974,C0163,P00257,Sports,5,191.95,2024-08-04 09:51:39
T002975,C0163,P00134,Fashion,5,332.56,2024-11-19 11:33:05
T002976,C1607,P00693,Sports,5,55.58,2024-08-06 20:23:11
T002977,C2218,P00202,Fashion,1,347.15,2024-02-13 19:47:54
T002978,C4420,P00330,Home Appliances,4,360.6,2024-01-15 05:53:11
T002979,C0928,P00101,Fashion,3,43.41,2024-11-16 22:16:26
T002980,C1025,P00417,Home Appliances,1,218.98,2024-12-15 01:41:20
T002981,C3994,P00678,Fashion,3,31.54,2024-06-18 15:39:51
T002982,C2492,P00046,Electronics,4,86.53,2024-07-05 11:38:45
T002983,C2168,P00555,Groceries,1,455.57,2024-09-15 02:39:36
T002984,C0653,P00323,Books,5,32.91,2024-01-10 21:06:43
T002985,C1882,P00749,Books,4,55.29,2024-11-03 09:21:36
T002986,C0953,P00413,Fashion,3,278.74,2024-07-31 03:14:15
T002987,C3586,P00692,Groceries,5,449.37,2024-01-06 23:12:00
T002988,C4193,P00033,Groceries,4,148.78,2024-04-10 08:16:15
T002989,C2241,P00939,Groceries,2,102.57,2024-12-14 08:32:15
T002990,C4530,P00229,Sports,2,141.63,2024-03-01 13:21:20
T002991,C1954,P00476,Fashion,5,354.43,2024-12-09 21:09:53
T002992,C1615,P00243,Sports,4,365.34,2024-09-21 03:13:21
T002993,C3271,P00589,Books,4,466.57,2024-02-26 23:43:11
T002994,C1650,P00722,Fashion,1,16.84,2024-11-21 21:23:41
T002995,C4744,P00774,Sports,4,139.68,2024-05-07 11:30:59
T002996,C3168,P00724,Fashion,1,180.86,2024-02-12 18:54:50
T002997,C2001,P00388,Groceries,5,394.73,2024-07-14 04:37:19
T002998,C2865,P00149,Home Appliances,5,277.61,2024-09-09 12:54:48
T002999,C3072,P00261,Groceries,4,431.13,2024-09-05 05:47:22
T003000,C0494,P00093,Books,5,455.2,2024-10-18 14:43:06
T003001,C3838,P00767,Electronics,5,355.72,2024-08-23 01:46:02
T003002,C1206,P00420,Home Appliances,4,492.82,2024-10-12 23:41:32
T003003,C3788,P00686,Home Appliances,1,215.23,2024-11-11 13:27:46
T003004,C1296,P00149,Home Appliances,5,138.35,2024-12-11 08:27:02
T003005,C0052,P00714,Home Appliances,5,488.38,2024-09-29 10:56:50
T003006,C2404,P00411,Electronics,4,263.02,2024-08-11 16:48:51
T003007,C3114,P00028,Sports,5,103.58,2024-04-08 18:20:29
T003008,C2725,P00662,Fashion,2,392.86,2024-11-13 20:18:05
T003009,C0561,P00741,Fashion,3,255.44,2024-07-28 13:03:00
T003010,C0787,P00591,Sports,5,435.09,2024-07-06 18:20:17
T003011,C0515,P00426,Home Appliances,5,27.46,2024-02-07 20:10:16
T003012,C2884,P00932,Home Appliances,1,160.44,2024-04-24 04:12:40
T003013,C0954,P00677,Electronics,2,63.59,2024-05-12 04:16:44
T003014,C2340,P00235,Books,2,398.97,2024-08-25 03:24:57
T003015,C2394,P00146,Sports,2,323.38,2024-06-22 00:20:25
T003016,C2748,P00405,Sports,1,464.91,2024-06-01 10:39:54
T003017,C3635,P00750,Home Appliances,1,133.25,2024-03-12 20:56:47
T003018,C4022,P00096,Groceries,5,463.93,2024-09-13 23:38:49
T003019,C1450,P00198,Sports,5,357.49,2024-05-23 11:57:58
T003020,C0637,P00352,Electronics,1,89.95,2024-01-06 07:07:34
T003021,C2582,P00512,Groceries,5,279.7,2024-02-11 18:41:09
T003022,C0529,P00104,Sports,1,297.15,2024-02-02 11:10:03
T003023,C3858,P00595,Sports,3,96.17,2024-01-30 20:04:12
T003024,C2432,P00896,Home Appliances,5,412.94,2024-11-14 09:55:51
T003025,C3076,P00831,Sports,1,93.3,2024-01-24 16:53:15
T003026,C1231,P00512,Groceries,2,319.85,2024-12-18 05:19:32
T003027,C0253,P00957,Home Appliances,3,316.46,2024-01-16 09:05:33
T003028,C1787,P00011,Books,3,443.58,2024-02-26 07:43:50
T003029,C4330,P00244,Home Appliances,4,363.47,2024-01-21 01:35:49
T003030,C2469,P00023,Fashion,5,179.03,2024-06-12 06:24:44
T003031,C2817,P00692,Groceries,5,482.6,2024-11-15 09:09:02
T003032,C4704,P00085,Sports,4,411.16,2024-10-20 12:41:32
T003033,C3567,P00112,Books,5,146.24,2024-10-26 03:29:24
T003034,C2383,P00119,Fashion,3,274.87,2024-08-14 19:17:33
T003035,C4043,P00639,Sports,3,339.55,2024-05-23 07:03:54
T003036,C0565,P00213,Sports,5,473.37,2024-01-29 14:05:07
T003037,C1861,P00628,Sports,3,371.08,2024-02-17 05:21:53
T003038,C0546,P00485,Home Appliances,2,26.04,2024-09-05 20:34:42
T003039,C2193,P00898,Home Appliances,1,464.9,2024-01-16 20:51:24
T003040,C0748,P00680,Fashion,5,74.18,2024-04-19 17:41:53
T003041,C1013,P00894,Groceries,1,445.29,2024-09-06 02:32:56
T003042,C2140,P00564,Books,2,366.88,2024-04-28 11:12:28
T003043,C4097,P00705,Groceries,3,110.69,2024-05-30 01:22:18
T003044,C4008,P00674,Electronics,4,475.81,2024-03-27 17:33:53
T003045,C2395,P00490,Home Appliances,1,391.1,2024-08-30 14:08:59
T003046,C1924,P00766,Electronics,4,211.27,2024-03-12 14:49:49
T003047,C4928,P00021,Home Appliances,5,441.67,2024-07-10 08:06:56
T003048,C2637,P00765,Electronics,2,244.08,2024-01-04 13:13:51
T003049,C4053,P00738,Fashion,3,329.1,2024-03-18 05:46:59
T003050,C1601,P00471,Books,5,97.82,2024-12-04 00:45:09
T003051,C0985,P00700,Fashion,4,265.04,2024-08-03 14:47:13
T003052,C4127,P00380,Fashion,1,487.36,2024-03-19 05:14:28
T003053,C4570,P00415,Home Appliances,1,189.37,2024-05-27 11:33:33
T003054,C1999,P00383,Fashion,2,96.06,2024-12-23 01:35:21
T003055,C2206,P00060,Fashion,1,36.84,2024-02-26 10:13:07
T003056,C3882,P00930,Fashion,5,414.43,2024-02-04 05:36:06
T003057,C2556,P00019,Books,2,317.23,2024-06-08 20:57:33
T003058,C2787,P00933,Groceries,1,132.79,2024-07-17 04:30:45
T003059,C0815,P00565,Home Appliances,3,360.15,2024-11-27 07:46:42
T003060,C1029,P00861,Electronics,5,461.96,2024-12-08 09:06:36
T003061,C1246,P00789,Groceries,2,121.53,2024-10-18 02:29:09
T003062,C3500,P00841,Electronics,1,115.46,2024-02-23 19:39:20
T003063,C1050,P00536,Groceries,5,130.72,2024-06-12 23:56:25
T003064,C4198,P00634,Home Appliances,4,84.97,2024-10-03 07:48:23
T003065,C2701,P00172,Home Appliances,1,408.42,2024-05-15 19:08:00
T003066,C2492,P00781,Groceries,5,157.05,2024-03-21 09:04:35
T003067,C3021,P00608,Fashion,3,406.01,2024-07-23 10:13:41
T003068,C3397,P00228,Home Appliances,4,224.83,2024-11-02 22:23:40
T003069,C1381,P00464,Sports,3,354.59,2024-04-11 02:51:56
T003070,C3148,P00374,Fashion,2,255.43,2024-12-19 00:59:56
T003071,C3695,P00326,Books,2,339.68,2024-11-22 13:11:19
T003072,C0704,P00198,Sports,3,367.78,2024-01-23 14:35:58
T003073,C4729,P00004,Fashion,5,219.11,2024-06-10 17:55:52
T003074,C2369,P00132,Groceries,1,287.14,2024-03-28 05:09:13
T003075,C2686,P00390,Fashion,5,236.97,2024-01-17 05:47:59
T003076,C3819,P00266,Fashion,4,305.82,2024-04-04 14:19:52
T003077,C0412,P00800,Electronics,4,500.0,2024-06-02 22:14:59
T003078,C1537,P00464,Sports,3,21.42,2024-02-10 15:37:39
T003079,C1018,P00455,Fashion,3,364.48,2024-05-10 18:13:59
T003080,C0411,P00213,Sports,2,94.12,2024-09-05 02:37:12
T003081,C0801,P00187,Electronics,1,398.9,2024-06-21 13:55:44
T003082,C1961,P00961,Groceries,1,477.14,2024-12-19 04:00:26
T003083,C4889,P00010,Fashion,2,317.32,2024-04-18 14:02:01
T003084,C3927,P00083,Sports,2,330.55,2024-04-08 19:12:23
T003085,C3766,P00060,Fashion,4,454.68,2024-02-19 14:01:35
T003086,C0876,P00526,Electronics,1,454.71,2024-01-03 01:55:40
T003087,C3499,P00944,Fashion,5,304.87,2024-07-25 08:51:56
T003088,C0773,P00432,Books,3,67.85,2024-05-13 02:07:47
T003089,C3947,P00404,Books,4,326.27,2024-03-13 22:08:42
T003090,C0035,P00985,Electronics,2,48.23,2024-10-01 02:21:14
T003091,C1973,P00963,Home Appliances,5,462.22,2024-01-13 14:40:01
T003092,C2161,P00593,Books,4,292.49,2023-12-29 01:42:28
T003093,C4409,P00398,Fashion,4,489.66,2023-12-25 20:13:23
T003094,C2131,P00059,Electronics,3,442.98,2024-04-07 04:58:44
T003095,C2660,P00127,Electronics,3,326.04,2024-07-16 10:07:41
T003096,C1231,P00325,Books,3,415.26,2024-04-26 01:33:58
T003097,C4376,P00659,Electronics,4,407.1,2024-07-25 20:10:21
T003098,C2362,P00786,Fashion,4,485.25,2024-04-18 20:29:32
T003099,C4377,P00136,Fashion,3,279.88,2024-01-12 05:24:22
T003100,C2710,P00835,Books,1,471.38,2024-11-13 02:50:20
T003101,C1971,P00674,Electronics,5,129.88,2024-04-02 03:30:12
T003102,C3337,P00676,Home Appliances,1,32.06,2024-07-02 04:46:14
T003103,C4569,P00037,Sports,4,124.49,2024-10-25 02:26:19
T003104,C3383,P00145,Home Appliances,3,110.6,2024-08-15 14:24:47
T003105,C3409,P00747,Electronics,3,384.89,2024-12-23 04:35:11
T003106,C0481,P00621,Groceries,4,211.78,2024-08-23 00:16:12
T003107,C0663,P00979,Books,5,309.02,2024-06-18 04:58:37
T003108,C2174,P00553,Groceries,3,74.85,2024-01-09 08:08:55
T003109,C0190,P00774,Sports,5,376.44,2024-07-28 12:37:14
T003110,C4535,P00402,Home Appliances,1,229.19,2024-11-15 05:01:42
T003111,C3145,P00970,Books,4,308.24,2024-07-16 07:54:27
T003112,C3507,P00070,Home Appliances,5,263.26,2024-08-01 03:28:47
T003113,C3409,P00029,Books,1,426.59,2024-05-18 21:05:58
T003114,C2222,P00935,Fashion,3,483.59,2024-11-22 14:51:33
T003115,C2426,P00916,Electronics,2,255.36,2024-05-12 17:03:44
T003116,C1449,P00214,Home Appliances,2,414.79,2024-11-29 00:20:26
T003117,C1480,P00700,Fashion,5,480.82,2024-09-15 16:57:47
